TopographyDrainage,RiverManagement,Deforestation,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,WetlandLoss,InadequatePlanning,PoliticalFactors,rainfall_today,rainfall_last_3_days,rainfall_last_7_days,flood_reports_24h,waste_reports_24h,population_density,elevation,river_distance,drainage_score,climate_stress_index,drainage_risk_index,development_pressure,ecological_pressure,preparedness_gap,infrastructure_decay,agriculture_pressure,coastal_exposure,target
4,6,5,5,9,9,2,6,10,8,4,5,4,5,3,7,11,18,7,7,5,4,6,5,28,20,35,21,11,17,11,10,56.49999999999999
7,5,5,8,5,5,2,5,7,8,3,5,4,9,2,6,10,16,6,3,3,7,5,9,24,29,9,20,14,12,7,7,52.5
8,5,9,9,4,5,8,4,2,6,4,5,2,4,10,3,6,9,3,3,7,8,5,3,9,25,21,21,8,19,13,2,52.0
8,4,2,7,5,4,4,5,1,3,6,10,8,6,8,5,11,16,5,5,8,8,4,8,30,27,40,19,11,23,8,1,56.49999999999999
7,5,8,4,3,3,8,4,6,3,1,6,4,3,7,7,10,17,7,3,9,7,5,3,21,19,27,16,7,16,11,6,48.5
3,5,3,8,1,5,5,4,3,6,3,5,2,3,5,8,14,22,8,4,4,3,5,1,48,17,16,14,7,11,10,3,42.0
8,10,3,6,4,4,9,5,2,5,3,8,3,3,5,1,6,7,1,5,1,8,10,2,5,26,5,14,8,17,13,2,46.0
4,6,6,6,5,3,3,7,6,3,3,9,7,1,3,5,10,15,5,5,8,4,6,5,25,21,40,19,8,17,6,6,50.0
4,4,6,6,2,2,5,3,8,9,3,4,3,7,5,4,9,13,4,4,1,4,4,5,20,19,4,21,10,11,7,8,45.0
8,6,6,5,5,3,2,2,4,2,3,3,4,9,8,7,14,21,7,2,3,8,6,6,49,25,6,15,11,16,5,4,47.5
6,10,6,1,6,8,6,6,2,5,4,5,7,2,2,6,13,19,6,6,7,6,10,3,42,20,42,22,8,13,14,2,52.5
4,1,1,8,4,5,9,8,4,5,8,10,1,8,9,5,10,15,5,5,4,4,1,4,25,17,20,15,16,23,14,4,54.0
5,7,5,4,3,6,8,9,4,1,4,5,4,7,6,6,14,20,6,6,6,5,7,6,48,22,36,14,16,14,14,4,55.00000000000001
6,5,7,4,5,8,5,4,7,8,4,3,8,2,4,3,4,7,3,4,5,6,5,3,3,18,20,27,6,12,13,7,48.0
4,4,2,5,6,5,2,4,10,4,7,6,4,8,9,6,9,15,6,1,7,4,4,4,18,17,7,17,12,21,7,10,50.5
3,7,6,5,8,5,4,3,8,7,5,2,5,5,2,4,14,18,4,5,4,3,7,7,40,22,20,23,8,12,9,8,52.5
2,3,3,5,4,3,9,11,7,3,4,0,3,5,5,3,4,7,3,5,5,2,3,5,3,15,25,13,16,9,12,7,43.0
5,2,3,3,6,5,4,5,8,6,5,5,4,7,3,3,9,12,3,5,2,5,2,2,18,12,10,18,12,14,9,8,44.5
3,3,6,2,2,5,6,4,3,7,0,3,4,7,8,6,16,22,6,6,4,3,3,5,60,13,24,17,11,13,11,3,47.0
6,2,6,3,6,2,4,6,9,3,6,2,4,4,3,5,10,15,5,9,9,6,2,6,25,17,81,19,10,11,6,9,50.0
8,7,3,6,3,4,9,7,1,5,8,4,2,7,7,3,6,9,3,4,1,8,7,10,9,31,4,18,14,14,13,1,51.0
4,3,8,7,8,10,1,9,6,5,2,9,5,6,8,7,9,16,7,6,11,4,3,7,14,21,66,20,15,25,11,6,62.0
2,3,5,6,6,5,6,10,5,2,5,2,3,4,5,8,11,19,8,3,2,2,3,5,24,16,6,15,14,13,11,5,45.0
6,6,5,7,5,8,3,2,2,6,4,6,6,4,7,0,4,4,0,7,2,6,6,7,0,26,14,21,6,18,11,2,48.5
3,8,10,6,2,5,6,8,6,6,3,2,4,8,5,4,10,14,4,1,6,3,8,5,24,22,6,23,16,9,11,6,52.0
4,6,2,6,1,8,4,3,5,2,4,3,6,1,6,4,9,13,4,9,7,4,6,1,20,17,63,14,4,10,12,5,43.5
7,5,3,7,5,4,3,2,4,3,8,3,3,6,6,5,13,18,5,4,7,7,5,8,40,27,28,17,8,14,7,4,50.5
3,4,6,5,2,2,7,4,3,3,1,9,4,7,5,3,8,11,3,2,5,3,4,8,15,20,10,14,11,16,9,3,44.0
3,6,2,5,2,6,5,8,4,6,3,7,5,8,3,6,13,19,6,4,10,3,6,5,42,19,40,16,16,12,11,4,52.5
4,5,11,2,4,5,1,2,3,5,6,2,7,5,2,5,8,13,5,8,3,4,5,2,15,13,24,29,7,8,6,3,42.5
5,3,4,2,6,6,3,8,6,10,5,6,4,6,2,7,12,19,7,4,4,5,3,6,35,16,16,23,14,14,9,6,51.0
3,3,4,3,4,2,7,3,6,3,9,4,7,4,2,3,7,10,3,5,3,3,3,9,12,18,15,23,7,10,9,6,44.0
9,3,9,7,5,5,6,9,3,4,6,7,3,2,7,2,7,9,2,5,4,9,3,3,10,22,20,22,11,19,11,3,52.0
8,3,3,5,2,2,2,9,11,4,6,3,4,5,10,6,15,21,6,6,8,8,3,7,54,23,48,17,14,15,4,11,56.49999999999999
2,4,5,4,5,3,5,3,4,8,4,5,4,6,3,6,7,13,6,5,8,2,4,4,6,14,40,21,9,13,8,4,44.5
1,5,2,3,4,6,3,7,4,3,3,6,10,4,4,6,12,18,6,5,5,1,5,3,36,12,25,18,11,14,9,4,45.0
2,5,6,3,3,6,4,2,7,4,5,4,1,6,8,3,6,9,3,6,5,2,5,4,9,14,30,16,8,15,10,7,43.5
4,6,6,11,3,6,4,2,2,2,1,3,3,2,9,9,16,25,9,4,5,4,6,6,63,27,20,12,4,15,10,2,47.5
7,1,3,7,4,3,3,1,7,6,6,2,1,5,2,9,14,23,9,4,7,7,1,4,45,19,28,16,6,8,6,7,43.5
0,3,8,3,7,4,9,6,4,8,4,1,0,5,6,7,21,28,7,4,3,0,3,9,98,15,12,20,11,14,13,4,52.5
4,5,3,2,9,4,3,9,4,5,2,6,4,7,2,5,5,10,5,10,3,4,5,3,0,14,30,14,16,17,7,4,45.0
7,8,4,2,7,7,3,8,7,9,6,4,2,5,13,5,8,13,5,2,4,7,8,5,15,22,8,21,13,24,10,7,55.50000000000001
4,7,5,6,2,5,5,6,10,5,7,3,6,5,6,1,10,11,1,5,3,4,7,4,9,21,15,23,11,11,10,10,52.0
4,4,10,8,5,5,4,5,8,6,8,5,4,4,5,7,13,20,7,4,7,4,4,9,42,25,28,28,9,15,9,8,59.0
5,7,4,5,2,5,6,3,3,3,2,0,2,8,6,3,11,14,3,6,4,5,7,1,24,18,24,11,11,8,11,3,41.5
4,9,6,7,11,5,3,8,8,6,4,7,6,4,2,2,8,10,2,2,4,4,9,6,12,26,8,22,12,20,8,8,55.00000000000001
8,6,4,2,4,6,6,8,2,6,7,1,6,7,5,4,14,18,4,7,2,8,6,6,40,22,14,23,15,10,12,2,53.5
6,0,5,5,5,3,5,3,2,6,6,9,2,2,5,3,10,13,3,6,5,6,0,11,21,22,30,19,5,19,8,2,48.0
7,3,4,2,3,7,4,6,5,5,4,6,9,8,5,6,10,16,6,4,3,7,3,5,24,17,12,22,14,14,11,5,50.0
4,7,5,3,2,3,9,4,3,3,9,6,7,7,2,5,9,14,5,4,5,4,7,5,20,19,20,24,11,10,12,3,48.5
7,9,3,5,4,7,8,7,3,5,6,6,3,2,2,6,12,18,6,5,3,7,9,9,36,30,15,17,9,12,15,3,53.0
5,13,7,3,3,6,4,3,3,2,4,8,8,4,2,6,8,14,6,4,8,5,13,7,12,28,32,21,7,13,10,3,51.0
2,5,7,4,9,5,7,3,9,5,4,7,4,6,7,11,17,28,11,7,6,2,5,4,66,15,42,20,9,23,12,9,59.0
9,4,2,8,6,3,7,6,8,4,7,3,3,3,4,3,4,7,3,1,7,9,4,3,3,24,7,16,9,13,10,8,46.0
5,0,4,3,6,3,4,4,1,3,7,5,5,5,5,2,13,15,2,3,3,5,0,6,22,14,9,19,9,16,7,1,42.5
8,4,0,3,7,3,6,2,3,4,3,6,6,5,2,4,7,11,4,4,3,8,4,3,12,18,12,13,7,15,9,3,39.5
0,3,5,5,4,1,4,6,6,6,4,3,5,4,6,2,11,13,2,6,8,0,3,2,18,10,48,20,10,13,5,6,44.5
6,8,6,9,7,8,3,5,9,2,2,3,7,8,2,5,12,17,5,4,5,6,8,6,35,29,20,17,13,12,11,9,56.00000000000001
4,2,6,6,5,3,4,5,5,4,3,3,7,5,4,9,12,21,9,6,4,4,2,5,27,17,24,20,10,12,7,5,46.5
4,2,8,11,2,3,5,3,2,5,4,6,7,3,4,5,14,19,5,3,5,4,2,1,45,18,15,24,6,12,8,2,46.0
6,4,2,5,5,3,8,6,13,9,4,1,7,8,7,3,9,12,3,2,6,6,4,2,18,17,12,22,14,13,11,13,53.5
6,5,5,4,6,5,3,5,7,3,4,7,9,3,10,3,7,10,3,5,8,6,5,6,12,21,40,21,8,23,8,7,54.0
6,7,10,6,10,9,6,4,3,4,6,3,4,3,5,7,13,20,7,4,9,6,7,6,42,25,36,24,7,18,15,3,59.0
3,4,6,10,1,1,5,6,4,6,4,3,10,8,5,2,5,7,2,11,11,3,4,6,6,23,121,26,14,9,6,4,54.50000000000001
3,7,4,4,6,5,4,5,4,5,8,5,4,3,10,4,10,14,4,4,6,3,7,6,24,20,24,21,8,21,9,4,51.5
6,4,2,3,5,4,3,5,4,2,5,5,5,4,6,4,11,15,4,2,2,6,4,4,28,17,4,14,9,16,7,4,41.0
5,3,3,2,8,4,7,5,9,4,1,4,5,3,3,4,11,15,4,1,4,5,3,4,28,14,4,13,8,15,11,9,43.0
4,6,5,5,5,5,9,3,8,4,7,6,2,6,5,10,13,23,10,4,6,4,6,4,30,19,24,18,9,16,14,8,53.5
3,6,6,6,14,3,7,3,4,5,4,6,2,8,8,6,8,14,6,0,1,3,6,2,12,17,0,17,11,28,10,4,48.0
5,3,5,3,1,7,3,4,8,5,3,7,3,5,6,6,10,16,6,2,4,5,3,4,24,15,8,16,9,14,10,8,44.0
1,5,6,1,5,7,8,2,4,6,5,5,6,2,0,8,14,22,8,2,4,1,5,4,48,11,8,23,4,10,15,4,43.5
8,4,7,5,0,3,7,4,4,7,5,6,7,4,7,4,7,11,4,6,7,8,4,3,12,20,42,26,8,13,10,4,50.5
6,7,4,5,9,6,2,6,8,7,4,3,7,5,5,7,9,16,7,4,5,6,7,7,14,25,20,22,11,17,8,8,54.50000000000001
4,4,3,5,8,3,5,1,6,3,5,5,4,2,8,6,17,23,6,4,7,4,4,8,66,21,28,15,3,21,8,6,51.0
2,3,4,4,8,5,2,5,6,4,3,3,7,7,5,5,5,10,5,6,4,2,3,4,0,13,24,18,12,16,7,6,43.5
5,6,3,9,14,3,6,9,7,5,7,6,5,5,3,9,14,23,9,7,2,5,6,3,45,23,14,20,14,23,9,7,59.5
2,8,3,4,5,3,10,3,4,5,6,6,2,3,6,2,8,10,2,3,11,2,8,5,12,19,33,16,6,17,13,4,48.5
2,5,5,4,10,5,4,6,5,3,5,2,14,3,7,5,7,12,5,7,7,2,5,3,10,14,49,27,9,19,9,5,52.0
6,3,4,5,4,6,3,3,9,5,6,7,3,7,6,5,8,13,5,6,5,6,3,5,15,19,30,18,10,17,9,9,50.5
6,3,7,4,3,5,6,5,3,4,4,7,1,2,2,7,15,22,7,6,1,6,3,3,56,16,6,16,7,12,11,3,43.5
3,2,8,6,6,6,3,6,3,5,3,2,7,5,4,4,6,10,4,3,6,3,2,6,8,17,18,23,11,12,9,3,45.0
1,1,5,6,2,4,4,3,3,1,6,7,0,6,6,7,14,21,7,7,4,1,1,3,49,11,28,12,9,15,8,3,41.5
3,7,4,8,4,4,2,7,3,5,4,3,2,5,3,4,6,10,4,3,2,3,7,3,8,21,6,15,12,10,6,3,39.0
4,1,12,2,5,2,9,7,5,8,5,2,8,4,6,3,15,18,3,2,5,4,1,6,36,13,10,33,11,13,11,5,54.0
7,3,5,5,8,5,1,6,7,4,5,1,6,5,4,9,16,25,9,3,4,7,3,4,63,19,12,20,11,13,6,7,49.5
5,6,4,4,6,7,7,5,5,3,7,7,4,2,7,2,7,9,2,5,4,5,6,1,10,16,20,18,7,20,14,5,48.0
4,4,9,5,5,4,2,4,2,2,4,4,4,6,7,4,7,11,4,2,11,4,4,5,12,18,22,19,10,16,6,2,45.5
7,6,2,2,2,3,0,6,7,4,1,4,11,3,12,6,14,20,6,6,5,7,6,6,48,21,30,18,9,18,3,7,50.5
3,8,4,9,13,6,4,4,1,4,1,6,2,4,6,7,14,21,7,3,5,3,8,7,49,27,15,11,8,25,10,1,52.0
4,4,10,5,5,2,7,0,6,4,4,2,10,4,6,10,14,24,10,10,4,4,4,9,40,22,40,28,4,13,9,6,55.00000000000001
4,7,5,4,4,4,3,9,9,9,6,2,5,4,5,5,14,19,5,3,6,4,7,3,45,18,18,25,13,11,7,9,53.0
8,3,6,4,5,6,7,3,5,7,8,6,6,2,5,5,8,13,5,3,5,8,3,2,15,17,15,27,5,16,13,5,49.5
3,5,2,4,6,3,5,7,3,12,6,11,3,7,6,2,10,12,2,3,5,3,5,7,16,19,15,23,14,23,8,3,54.0
2,3,6,7,4,6,9,5,3,3,6,3,7,7,8,3,9,12,3,5,7,2,3,1,18,13,35,22,12,15,15,3,50.5
2,7,2,5,6,9,5,4,2,5,6,9,3,9,4,6,13,19,6,3,12,2,7,6,42,20,36,16,13,19,14,2,56.00000000000001
6,4,3,4,4,8,5,2,3,5,3,7,8,8,5,2,5,7,2,2,2,6,4,6,6,20,4,19,10,16,13,3,45.0
5,5,5,3,4,7,8,8,5,2,4,4,3,4,3,4,11,15,4,6,3,5,5,3,28,16,18,14,12,11,15,5,46.5
4,6,5,7,4,5,1,5,2,5,1,1,10,4,5,5,9,14,5,4,6,4,6,8,20,25,24,21,9,10,6,2,46.0
3,7,5,5,3,10,5,3,5,4,2,6,1,15,4,5,10,15,5,3,7,3,7,3,25,18,21,12,18,13,15,5,50.5
4,9,4,6,4,4,7,2,5,5,6,3,7,6,6,5,11,16,5,6,3,4,9,8,30,27,18,22,8,13,11,5,53.0
3,5,3,4,7,9,5,3,3,5,7,4,5,4,3,7,11,18,7,6,1,3,5,4,28,16,6,20,7,14,14,3,46.0
5,6,2,6,3,7,4,4,7,5,5,7,5,5,6,2,5,7,2,5,5,5,6,3,6,20,25,17,9,16,11,7,47.5
7,3,5,5,5,2,4,6,5,4,4,5,10,5,6,5,10,15,5,5,5,7,3,3,25,18,25,23,11,16,6,5,49.5
5,6,4,4,9,8,9,6,3,5,7,1,2,4,8,5,13,18,5,3,6,5,6,6,40,21,18,18,10,18,17,3,54.50000000000001
3,3,4,5,4,6,2,6,3,3,3,3,0,7,4,4,7,11,4,2,6,3,3,9,12,20,12,10,13,11,8,3,40.0
5,8,6,2,6,3,7,4,7,9,3,7,7,5,12,7,13,20,7,5,3,5,8,3,42,18,15,25,9,25,10,7,57.49999999999999
10,3,7,5,5,5,4,2,5,5,4,4,4,6,4,7,12,19,7,5,6,10,3,7,35,25,30,20,8,13,9,5,51.5
3,3,8,7,3,8,2,5,4,6,2,2,5,4,6,8,11,19,8,8,6,3,3,3,24,16,48,21,9,11,10,4,48.0
4,8,4,6,5,9,2,8,7,5,2,6,2,7,2,7,13,20,7,7,2,4,8,3,42,21,14,13,15,13,11,7,51.0
5,7,4,0,6,4,6,7,3,6,0,9,1,3,4,3,6,9,3,3,1,5,7,5,9,17,3,11,10,19,10,3,40.0
3,4,5,8,5,9,5,3,5,3,3,2,3,3,6,9,16,25,9,6,2,3,4,4,63,19,12,14,6,13,14,5,47.5
7,4,7,9,3,7,5,8,3,3,6,5,6,4,10,8,25,33,8,8,6,7,4,0,136,20,48,22,12,18,12,3,63.0
11,4,5,7,5,6,3,7,3,8,2,3,5,4,2,5,10,15,5,5,9,11,4,5,25,27,45,20,11,10,9,3,52.0
3,7,9,7,4,9,4,4,4,2,4,10,7,3,8,2,6,8,2,5,0,3,7,4,8,21,0,22,7,22,13,4,50.0
3,4,3,10,5,3,3,8,8,6,5,9,4,4,3,5,9,14,5,5,7,3,4,6,20,23,35,18,12,17,6,8,52.5
8,2,7,2,1,8,7,9,3,2,8,5,2,4,7,8,17,25,8,6,6,8,2,2,72,14,36,19,13,13,15,3,53.0
7,5,4,4,4,2,3,5,5,4,6,3,5,2,3,4,11,15,4,3,4,7,5,2,28,18,12,19,7,10,5,5,41.0
10,1,4,5,3,6,6,5,3,5,8,5,7,6,6,6,10,16,6,7,3,10,1,6,24,22,21,24,11,14,12,3,53.0
6,4,8,4,5,3,7,1,5,5,5,6,10,4,7,8,11,19,8,2,5,6,4,4,24,18,10,28,5,18,10,5,51.0
8,3,4,4,7,5,7,4,4,3,9,5,3,4,2,5,14,19,5,4,4,8,3,4,45,19,16,19,8,14,12,4,49.0
10,8,3,5,7,3,7,6,3,3,3,6,4,6,7,4,8,12,4,1,5,10,8,4,16,27,5,13,12,20,10,3,49.5
4,3,6,7,7,8,7,3,3,4,4,4,3,7,4,5,7,12,5,4,6,4,3,4,10,18,24,17,10,15,15,3,47.5
6,6,6,2,5,6,10,6,3,4,7,8,2,5,6,6,13,19,6,6,7,6,6,7,42,21,42,19,11,19,16,3,57.49999999999999
9,3,6,5,7,8,8,8,4,3,3,1,4,8,6,4,7,11,4,3,3,9,3,3,12,20,9,16,16,14,16,4,49.5
5,8,6,7,4,4,7,7,4,7,6,5,3,1,4,2,7,9,2,4,4,5,8,4,10,24,16,22,8,13,11,4,48.5
2,6,2,4,4,3,6,3,8,5,2,4,6,5,5,3,9,12,3,9,6,2,6,4,18,16,54,15,8,13,9,8,46.5
2,7,6,5,5,9,6,3,3,4,5,6,6,6,9,4,7,11,4,4,4,2,7,6,12,20,16,21,9,20,15,3,51.5
1,10,4,4,1,8,5,5,1,6,6,3,8,8,9,3,8,11,3,2,4,1,10,1,15,16,8,24,13,13,13,1,47.0
3,11,7,6,4,4,7,2,6,6,9,4,4,2,4,4,10,14,4,5,9,3,11,4,24,24,45,26,4,12,11,6,53.5
6,5,6,2,5,5,9,7,6,3,3,11,5,4,3,6,12,18,6,4,6,6,5,2,36,15,24,17,11,19,14,6,52.0
6,7,4,6,4,4,5,4,3,7,3,3,8,5,2,6,9,15,6,4,4,6,7,3,18,22,16,22,9,9,9,3,45.5
2,5,2,5,6,6,6,10,8,4,2,11,6,1,6,3,6,9,3,3,6,2,5,7,9,19,18,14,11,23,12,8,51.0
1,2,5,4,5,4,10,8,7,5,5,2,3,7,1,7,11,18,7,7,6,1,2,5,28,12,42,18,15,8,14,7,49.0
2,4,1,4,8,4,2,5,1,3,5,1,6,3,7,6,12,18,6,5,4,2,4,11,36,21,20,15,8,16,6,1,44.0
4,6,4,5,4,5,4,5,5,6,3,6,5,3,2,4,9,13,4,8,6,4,6,3,20,18,48,18,8,12,9,5,46.5
2,4,7,7,8,8,4,6,6,6,3,1,2,3,0,4,7,11,4,5,6,2,4,2,12,15,30,18,9,9,12,6,43.5
2,2,10,8,4,4,9,3,5,8,6,8,1,5,2,4,7,11,4,7,4,2,2,2,12,14,28,25,8,14,13,5,48.5
4,4,4,7,5,6,5,8,7,9,2,4,8,5,1,7,11,18,7,5,7,4,4,9,28,24,35,23,13,10,11,7,55.50000000000001
2,5,6,6,6,5,9,4,1,4,11,5,5,6,3,2,6,8,2,3,4,2,5,9,8,22,12,26,10,14,14,1,50.0
7,2,3,6,9,4,5,4,4,3,4,6,4,7,5,4,9,13,4,7,4,7,2,6,20,21,28,14,11,20,9,4,49.5
3,7,2,5,4,9,7,3,10,6,6,6,3,8,3,7,9,16,7,5,7,3,7,2,14,17,35,17,11,13,16,10,52.5
5,5,3,3,3,2,5,3,5,4,3,8,6,3,6,4,9,13,4,5,1,5,5,5,20,18,5,16,6,17,7,5,42.0
7,3,3,7,6,5,7,5,4,5,6,5,9,8,2,2,3,5,2,6,7,7,3,4,2,21,42,23,13,13,12,4,51.0
5,3,4,5,5,11,2,7,4,9,3,6,2,4,3,2,4,6,2,4,3,5,3,5,4,18,12,18,11,14,13,4,44.5
5,7,7,7,8,6,8,5,4,3,8,0,3,5,6,4,9,13,4,6,4,5,7,8,20,27,24,21,10,14,14,4,54.50000000000001
6,2,6,6,3,3,4,2,3,6,6,3,6,6,8,9,11,20,9,7,3,6,2,11,18,25,21,24,8,14,7,3,51.0
2,7,8,9,2,2,10,3,6,4,5,3,3,8,5,6,14,20,6,3,3,2,7,7,48,25,9,20,11,10,12,6,52.0
7,3,7,7,4,2,4,5,9,2,2,2,3,5,5,9,14,23,9,4,4,7,3,5,45,22,16,14,10,11,6,9,47.0
5,3,6,5,6,8,4,3,2,7,11,3,6,6,7,6,14,20,6,5,3,5,3,8,48,21,15,30,9,16,12,2,56.00000000000001
5,3,6,5,5,3,3,4,10,3,6,6,9,6,4,6,17,23,6,8,5,5,3,3,66,16,40,24,10,15,6,10,55.50000000000001
4,7,1,6,6,6,6,11,3,3,4,8,5,9,8,5,11,16,5,6,4,4,7,2,30,19,24,13,20,22,12,3,55.00000000000001
6,4,6,7,5,3,5,8,5,5,3,6,2,6,6,2,10,12,2,5,6,6,4,5,16,22,30,16,14,17,8,5,51.5
4,5,8,5,6,3,5,4,3,5,6,3,9,2,7,5,10,15,5,4,3,4,5,6,25,20,12,28,6,16,8,3,49.0
4,4,6,7,5,4,3,4,7,7,2,4,8,7,7,6,10,16,6,6,9,4,4,7,24,22,54,23,11,16,7,7,55.50000000000001
4,5,9,9,3,6,6,4,8,9,7,5,3,6,4,5,14,19,5,4,8,4,5,4,45,22,32,28,10,12,12,8,59.0
8,9,6,2,2,3,5,9,4,4,6,7,6,9,4,6,11,17,6,7,7,8,9,7,30,26,49,22,18,13,8,4,57.99999999999999
11,5,5,2,5,9,8,5,5,6,3,10,6,6,7,3,10,13,3,3,2,11,5,2,21,20,6,20,11,22,17,5,55.00000000000001
4,6,7,6,5,3,5,8,2,6,7,7,6,5,5,10,17,27,10,6,7,4,6,8,70,24,42,26,13,17,8,2,60.0
13,5,4,4,4,8,3,9,7,3,6,5,8,4,3,5,10,15,5,3,7,13,5,3,25,25,21,21,13,12,11,7,54.50000000000001
5,8,2,7,9,3,5,4,5,3,6,2,4,6,2,3,6,9,3,4,5,5,8,2,9,22,20,15,10,13,8,5,44.0
5,5,3,6,2,6,3,8,4,4,4,8,5,6,5,3,15,18,3,3,5,5,5,5,36,21,15,16,14,15,9,4,51.0
2,6,7,3,3,7,3,7,3,2,3,2,7,8,5,5,8,13,5,6,7,2,6,6,15,17,42,19,15,10,10,3,47.5
2,1,1,2,4,10,9,8,4,7,6,7,8,4,6,8,17,25,8,5,2,2,1,7,72,12,10,22,12,17,19,4,55.00000000000001
8,1,5,2,7,5,4,5,6,5,5,7,5,4,5,3,10,13,3,4,5,8,1,8,21,19,20,20,9,19,9,6,50.5
7,4,4,5,2,7,3,8,2,6,4,6,6,5,1,9,14,23,9,8,2,7,4,7,45,23,16,20,13,9,10,2,50.5
2,2,4,4,5,2,4,6,2,6,2,3,5,9,9,4,11,15,4,6,4,2,2,6,28,14,24,17,15,17,6,2,46.0
7,5,7,2,3,5,3,7,5,1,8,3,1,3,9,8,8,16,8,3,5,7,5,6,0,20,15,17,10,15,8,5,45.5
2,5,5,5,3,4,4,4,3,6,5,4,2,5,4,4,10,14,4,5,7,2,5,4,24,16,35,18,9,11,8,3,43.5
11,6,6,4,4,6,7,8,2,4,9,7,8,2,0,2,6,8,2,6,2,11,6,7,8,28,12,27,10,11,13,2,52.5
8,6,10,9,5,2,7,1,5,3,2,2,3,6,6,5,8,13,5,4,3,8,6,5,15,28,12,18,7,13,9,5,47.5
6,4,8,4,8,5,3,2,9,9,3,4,3,13,8,4,9,13,4,4,5,6,4,8,20,22,20,23,15,20,8,9,57.49999999999999
3,2,4,8,5,4,6,3,7,9,8,5,3,5,5,5,12,17,5,6,5,3,2,9,35,22,30,24,8,15,10,7,54.50000000000001
5,7,8,5,2,3,10,3,9,8,10,7,2,7,5,8,16,24,8,4,1,5,7,6,64,23,4,28,10,14,13,9,59.0
6,4,3,1,5,1,8,2,9,6,10,9,5,2,7,4,8,12,4,6,7,6,4,7,16,18,42,24,4,21,9,9,53.0
11,4,2,3,2,8,7,7,3,4,2,6,3,3,2,6,11,17,6,1,3,11,4,5,30,23,3,11,10,10,15,3,43.5
4,4,3,5,5,5,4,5,4,5,6,5,6,2,2,6,14,20,6,6,2,4,4,1,48,14,12,20,7,12,9,4,44.0
3,9,7,6,6,4,7,5,8,6,4,5,5,5,7,5,11,16,5,5,5,3,9,1,30,19,25,22,10,18,11,8,54.50000000000001
2,8,2,4,3,5,2,4,5,5,7,4,4,3,5,9,13,22,9,2,5,2,8,4,36,18,10,18,7,12,7,5,43.5
5,6,6,7,4,9,4,8,9,5,3,6,8,6,3,6,9,15,6,5,4,5,6,2,18,20,20,22,14,13,13,9,54.50000000000001
7,4,3,4,7,5,4,0,3,7,5,7,2,0,3,9,13,22,9,14,6,7,4,4,36,19,84,17,0,17,9,3,49.0
4,6,4,6,8,6,7,3,6,6,5,5,7,4,6,4,7,11,4,7,1,4,6,2,12,18,7,22,7,19,13,6,50.0
4,4,3,6,3,6,7,7,3,5,6,2,6,2,4,6,11,17,6,3,3,4,4,7,30,21,9,20,9,9,13,3,46.0
6,8,7,8,3,1,5,7,6,4,7,3,3,8,6,7,10,17,7,1,5,6,8,4,21,26,5,21,15,12,6,6,51.0
3,4,3,3,3,5,5,4,7,7,3,5,3,3,8,5,11,16,5,9,2,3,4,2,30,12,18,16,7,16,10,7,45.0
6,8,8,5,4,9,3,6,5,5,8,4,8,8,4,8,18,26,8,8,2,6,8,3,80,22,16,29,14,12,12,5,61.0
2,3,5,6,5,3,2,5,5,6,5,6,3,4,4,3,10,13,3,3,5,2,3,2,21,13,15,19,9,15,5,5,42.0
4,7,4,1,5,5,5,5,5,3,7,3,3,4,5,5,11,16,5,4,4,4,7,5,30,17,16,17,9,13,10,5,45.0
4,4,2,5,10,6,5,4,8,4,6,3,2,4,0,3,9,12,3,3,6,4,4,3,18,16,18,14,8,13,11,8,44.0
2,9,7,6,6,6,4,4,5,4,1,5,7,5,7,3,13,16,3,3,3,2,9,1,30,18,9,19,9,18,10,5,49.0
8,5,5,7,4,10,2,4,5,2,5,5,2,3,3,7,15,22,7,7,3,8,5,5,56,25,21,14,7,12,12,5,50.0
3,5,5,3,6,3,5,3,5,6,5,2,3,9,7,6,10,16,6,6,6,3,5,3,24,14,36,19,12,15,8,5,47.5
2,2,7,7,6,6,3,7,5,6,8,6,2,3,9,5,11,16,5,10,6,2,2,3,30,14,60,23,10,21,9,5,54.50000000000001
4,3,6,5,5,6,5,2,8,6,5,4,6,2,5,7,9,16,7,7,4,4,3,7,14,19,28,23,4,14,11,8,49.5
5,5,3,3,3,4,6,8,0,3,8,7,6,3,7,3,11,14,3,5,2,5,5,5,24,18,10,20,11,17,10,0,47.0
4,5,3,6,4,8,5,6,3,4,3,4,2,4,10,6,11,17,6,3,4,4,5,4,30,19,12,12,10,18,13,3,46.5
3,3,7,5,2,7,4,4,3,4,4,5,5,6,1,7,11,18,7,4,3,3,3,5,28,16,12,20,10,8,11,3,43.0
2,9,9,8,4,4,3,7,8,3,3,3,5,0,6,2,8,10,2,4,3,2,9,3,12,22,12,20,7,13,7,8,46.0
4,5,5,4,6,5,6,8,5,2,3,5,4,5,5,3,10,13,3,4,3,4,5,5,21,18,12,14,13,16,11,5,47.0
9,3,4,4,7,3,4,6,4,5,6,7,5,11,3,6,12,18,6,6,6,9,3,4,36,20,36,20,17,17,7,4,54.50000000000001
12,3,2,0,5,6,5,3,5,8,10,6,5,4,4,8,11,19,8,11,3,12,3,5,24,20,33,25,7,15,11,5,54.0
